DATE,STORE CODE,STORE NAME,LOCATION,CITY,Total
07/07/2026,84,MINIKLUB,Cosmos Mall,SILIGURI,0.0
07/07/2026,88,VANHEUSEN,Cosmos Mall,SILIGURI,3681.0
07/07/2026,89,MANYAVAR,"City Centre,Ght",GUWAHATI,39335.0
07/07/2026,90,MANYAVAR,Rajarhat Cc2,KOLKATA,45386.0
07/07/2026,91,Manyavar & Mohey,Agartala,AGARTALA,79154.0
07/07/2026,92,Manyavar & Mohey,Malda,MALDA,113704.0
07/07/2026,93,SABHYATA,"City Centre,Ght",GUWAHATI,67546.0
07/07/2026,95,AURELIA,City Centre,SILIGURI,7737.0
07/07/2026,96,TURTLE,Mani Square,KOLKATA,20859.0
07/07/2026,97,Manyavar & Mohey,Jorhat,JORHAT,25442.0
07/07/2026,98,TURTLE,City Centre,SILIGURI,9765.0
07/07/2026,101,Manyavar & Mohey,Fairfiled ,KOLKATA,79512.0
07/07/2026,102,MANYAVAR,Vega Circle Mall,SILIGURI,2624.0
07/07/2026,104,TURTLE,West Point,GANGTOK,21530.0
07/07/2026,105,Manyavar & Mohey,Silchar,SILCHAR,9197.0
07/07/2026,106,Manyavar & Mohey,Dibrugarh,DIBRUGARH,26496.0
07/07/2026,107,Manyavar & Mohey,Grand Kamraj Road,BENGALURU,484130.0
07/07/2026,108,Manyavar & Mohey,Commercial Street,BENGALURU,65020.0
07/07/2026,109,MANYAVAR,Kamraj Road,BENGALURU,38015.0
07/07/2026,110,Manyavar & Mohey,M.G. Road,BENGALURU,163402.0
07/07/2026,111,Manyavar & Mohey,Orion Mall,BENGALURU,92807.0
07/07/2026,112,Manyavar & Mohey,Jayanagar,BENGALURU,169262.0
07/07/2026,113,MANYAVAR,Cmh Road,BENGALURU,41492.0
07/07/2026,114,MANYAVAR,Dvg Road,BENGALURU,19441.0
07/07/2026,10005,MANYAVAR,Sevok Road,SILIGURI,26620.0
08/07/2026,2,PLANET FASHION,Vega Circle Mall,SILIGURI,0.0
08/07/2026,6,SUCCESS,Cosmos Mall,SILIGURI,4893.0
08/07/2026,9,COBB,Cosmos Mall,SILIGURI,13796.0
08/07/2026,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,76757.0
08/07/2026,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,12817.0
08/07/2026,22,MADAME,Cosmos Mall,SILIGURI,0.0
08/07/2026,23,MADAME,City Centre,SILIGURI,3237.0
08/07/2026,25,BINGE,Cosmos Mall,SILIGURI,3000.0
08/07/2026,35,CASUALS,Hill Cart Road,SILIGURI,17991.0
08/07/2026,37,COLORPLUS,City Centre,SILIGURI,13021.0
08/07/2026,40,COLORPLUS,Mani Square,KOLKATA,59313.0
08/07/2026,41,COLORPLUS,Salt Lake,KOLKATA,125197.0
08/07/2026,42,SABHYATA,City Centre,SILIGURI,23139.0
08/07/2026,45,FREEDOM FASHION,City Centre,SILIGURI,15107.0
08/07/2026,47,TURTLE,Cosmos Mall,SILIGURI,6998.0
08/07/2026,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,16144.0
08/07/2026,56,MANYAVAR,City Centre,SILIGURI,45537.0
08/07/2026,58,Manyavar & Mohey,Sevok Road,SILIGURI,27564.0
08/07/2026,59,MANYAVAR,Roodraksh Mall,GUWAHATI,6922.0
08/07/2026,61,MANYAVAR,Mani Square,KOLKATA,42996.0
08/07/2026,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,10990.0
08/07/2026,64,SABHYATA,Junction Mall,DURGAPUR,48208.0
08/07/2026,68,TURTLE,Gariahat,KOLKATA,9946.0
08/07/2026,69,TURTLE,"City Centre,Ght",GUWAHATI,21115.0
08/07/2026,74,BINGE,Crossroad,ROURKELA,1300.0
08/07/2026,81,NUMERO UNO,City Centre,SILIGURI,6548.0
08/07/2026,82,MADAME,M.G. Marg,GANGTOK,57044.0
08/07/2026,83,MINIKLUB,City Centre,SILIGURI,17017.0
08/07/2026,84,MINIKLUB,Cosmos Mall,SILIGURI,0.0
08/07/2026,88,VANHEUSEN,Cosmos Mall,SILIGURI,7104.0
08/07/2026,89,MANYAVAR,"City Centre,Ght",GUWAHATI,17870.0
08/07/2026,90,MANYAVAR,Rajarhat Cc2,KOLKATA,43782.0
08/07/2026,91,Manyavar & Mohey,Agartala,AGARTALA,14220.0
08/07/2026,92,Manyavar & Mohey,Malda,MALDA,23669.0
08/07/2026,93,SABHYATA,"City Centre,Ght",GUWAHATI,31075.0
08/07/2026,95,AURELIA,City Centre,SILIGURI,4703.0
08/07/2026,96,TURTLE,Mani Square,KOLKATA,30516.0
08/07/2026,97,Manyavar & Mohey,Jorhat,JORHAT,6548.0
08/07/2026,98,TURTLE,City Centre,SILIGURI,1359.0
08/07/2026,101,Manyavar & Mohey,Fairfiled ,KOLKATA,208342.0
08/07/2026,102,MANYAVAR,Vega Circle Mall,SILIGURI,0.0
08/07/2026,104,TURTLE,West Point,GANGTOK,12673.0
08/07/2026,105,Manyavar & Mohey,Silchar,SILCHAR,57617.0
08/07/2026,106,Manyavar & Mohey,Dibrugarh,DIBRUGARH,8671.0
08/07/2026,107,Manyavar & Mohey,Grand Kamraj Road,BENGALURU,293840.0
08/07/2026,108,Manyavar & Mohey,Commercial Street,BENGALURU,45918.0
08/07/2026,109,MANYAVAR,Kamraj Road,BENGALURU,122631.0
08/07/2026,110,Manyavar & Mohey,M.G. Road,BENGALURU,265705.0
08/07/2026,111,Manyavar & Mohey,Orion Mall,BENGALURU,79728.0
08/07/2026,112,Manyavar & Mohey,Jayanagar,BENGALURU,179192.0
08/07/2026,113,MANYAVAR,Cmh Road,BENGALURU,27767.0
08/07/2026,114,MANYAVAR,Dvg Road,BENGALURU,24590.0
08/07/2026,10005,MANYAVAR,Sevok Road,SILIGURI,2624.0
09/07/2026,2,PLANET FASHION,Vega Circle Mall,SILIGURI,0.0
09/07/2026,6,SUCCESS,Cosmos Mall,SILIGURI,1728.0
09/07/2026,9,COBB,Cosmos Mall,SILIGURI,6998.0
09/07/2026,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,105270.0
09/07/2026,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,8247.0
09/07/2026,22,MADAME,Cosmos Mall,SILIGURI,4148.0
09/07/2026,23,MADAME,City Centre,SILIGURI,11883.0
09/07/2026,25,BINGE,Cosmos Mall,SILIGURI,0.0
09/07/2026,35,CASUALS,Hill Cart Road,SILIGURI,10895.0
09/07/2026,37,COLORPLUS,City Centre,SILIGURI,10797.0
09/07/2026,40,COLORPLUS,Mani Square,KOLKATA,9187.0
09/07/2026,41,COLORPLUS,Salt Lake,KOLKATA,51450.0
09/07/2026,42,SABHYATA,City Centre,SILIGURI,33367.0
09/07/2026,45,FREEDOM FASHION,City Centre,SILIGURI,8528.0
09/07/2026,47,TURTLE,Cosmos Mall,SILIGURI,2159.0
09/07/2026,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,18624.0
09/07/2026,56,MANYAVAR,City Centre,SILIGURI,23992.0
09/07/2026,58,Manyavar & Mohey,Sevok Road,SILIGURI,49391.0
09/07/2026,59,MANYAVAR,Roodraksh Mall,GUWAHATI,7846.0
09/07/2026,61,MANYAVAR,Mani Square,KOLKATA,55313.0
09/07/2026,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,26812.0
09/07/2026,64,SABHYATA,Junction Mall,DURGAPUR,20761.0
09/07/2026,68,TURTLE,Gariahat,KOLKATA,3998.0
09/07/2026,69,TURTLE,"City Centre,Ght",GUWAHATI,21598.0
09/07/2026,74,BINGE,Crossroad,ROURKELA,0.0
09/07/2026,81,NUMERO UNO,City Centre,SILIGURI,2608.0
09/07/2026,82,MADAME,M.G. Marg,GANGTOK,45344.0
09/07/2026,83,MINIKLUB,City Centre,SILIGURI,13931.0
09/07/2026,84,MINIKLUB,Cosmos Mall,SILIGURI,0.0
09/07/2026,88,VANHEUSEN,Cosmos Mall,SILIGURI,15350.0
09/07/2026,89,MANYAVAR,"City Centre,Ght",GUWAHATI,27341.0
09/07/2026,90,MANYAVAR,Rajarhat Cc2,KOLKATA,59431.0
09/07/2026,91,Manyavar & Mohey,Agartala,AGARTALA,34642.0
09/07/2026,92,Manyavar & Mohey,Malda,MALDA,48589.0
09/07/2026,93,SABHYATA,"City Centre,Ght",GUWAHATI,46908.0
09/07/2026,95,AURELIA,City Centre,SILIGURI,0.0
09/07/2026,96,TURTLE,Mani Square,KOLKATA,22900.0
09/07/2026,97,Manyavar & Mohey,Jorhat,JORHAT,10019.0
09/07/2026,98,TURTLE,City Centre,SILIGURI,8496.0
09/07/2026,101,Manyavar & Mohey,Fairfiled ,KOLKATA,54913.0
09/07/2026,102,MANYAVAR,Vega Circle Mall,SILIGURI,5499.0
09/07/2026,104,TURTLE,West Point,GANGTOK,14323.0
09/07/2026,105,Manyavar & Mohey,Silchar,SILCHAR,15196.0
09/07/2026,106,Manyavar & Mohey,Dibrugarh,DIBRUGARH,20693.0
09/07/2026,107,Manyavar & Mohey,Grand Kamraj Road,BENGALURU,433178.0
09/07/2026,108,Manyavar & Mohey,Commercial Street,BENGALURU,23294.0
09/07/2026,109,MANYAVAR,Kamraj Road,BENGALURU,41037.0
09/07/2026,110,Manyavar & Mohey,M.G. Road,BENGALURU,117732.0
09/07/2026,111,Manyavar & Mohey,Orion Mall,BENGALURU,76254.0
09/07/2026,112,Manyavar & Mohey,Jayanagar,BENGALURU,253308.0
09/07/2026,113,MANYAVAR,Cmh Road,BENGALURU,41267.0
09/07/2026,114,MANYAVAR,Dvg Road,BENGALURU,19767.0
09/07/2026,10005,MANYAVAR,Sevok Road,SILIGURI,16494.0
10/07/2026,2,PLANET FASHION,Vega Circle Mall,SILIGURI,
10/07/2026,6,SUCCESS,Cosmos Mall,SILIGURI,2427.0
10/07/2026,9,COBB,Cosmos Mall,SILIGURI,24069.0
10/07/2026,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,52073.0
10/07/2026,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,808.0
10/07/2026,22,MADAME,Cosmos Mall,SILIGURI,8427.0
10/07/2026,23,MADAME,City Centre,SILIGURI,19336.0
10/07/2026,25,BINGE,Cosmos Mall,SILIGURI,800.0
10/07/2026,35,CASUALS,Hill Cart Road,SILIGURI,4917.0
10/07/2026,37,COLORPLUS,City Centre,SILIGURI,6598.0
10/07/2026,40,COLORPLUS,Mani Square,KOLKATA,93402.0
10/07/2026,41,COLORPLUS,Salt Lake,KOLKATA,103883.0
10/07/2026,42,SABHYATA,City Centre,SILIGURI,8650.0
10/07/2026,45,FREEDOM FASHION,City Centre,SILIGURI,2151.0
10/07/2026,47,TURTLE,Cosmos Mall,SILIGURI,4588.0
10/07/2026,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,36973.0
10/07/2026,56,MANYAVAR,City Centre,SILIGURI,11796.0
10/07/2026,58,Manyavar & Mohey,Sevok Road,SILIGURI,22645.0
10/07/2026,59,MANYAVAR,Roodraksh Mall,GUWAHATI,18046.0
10/07/2026,61,MANYAVAR,Mani Square,KOLKATA,9321.0
10/07/2026,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,228.0
10/07/2026,64,SABHYATA,Junction Mall,DURGAPUR,3516.0
10/07/2026,68,TURTLE,Gariahat,KOLKATA,21879.0
10/07/2026,69,TURTLE,"City Centre,Ght",GUWAHATI,35979.0
10/07/2026,74,BINGE,Crossroad,ROURKELA,2250.0
10/07/2026,81,NUMERO UNO,City Centre,SILIGURI,4567.0
10/07/2026,82,MADAME,M.G. Marg,GANGTOK,22360.0
10/07/2026,83,MINIKLUB,City Centre,SILIGURI,36438.0
10/07/2026,84,MINIKLUB,Cosmos Mall,SILIGURI,
10/07/2026,88,VANHEUSEN,Cosmos Mall,SILIGURI,
10/07/2026,89,MANYAVAR,"City Centre,Ght",GUWAHATI,16220.0
10/07/2026,90,MANYAVAR,Rajarhat Cc2,KOLKATA,32085.0
10/07/2026,91,Manyavar & Mohey,Agartala,AGARTALA,32318.0
10/07/2026,92,Manyavar & Mohey,Malda,MALDA,33543.0
10/07/2026,93,SABHYATA,"City Centre,Ght",GUWAHATI,59635.0
10/07/2026,95,AURELIA,City Centre,SILIGURI,4697.0
10/07/2026,96,TURTLE,Mani Square,KOLKATA,14924.0
10/07/2026,97,Manyavar & Mohey,Jorhat,JORHAT,35743.0
10/07/2026,98,TURTLE,City Centre,SILIGURI,8742.0
10/07/2026,101,Manyavar & Mohey,Fairfiled ,KOLKATA,73685.0
10/07/2026,102,MANYAVAR,Vega Circle Mall,SILIGURI,0.0
10/07/2026,104,TURTLE,West Point,GANGTOK,10336.0
10/07/2026,105,Manyavar & Mohey,Silchar,SILCHAR,77834.0
10/07/2026,106,Manyavar & Mohey,Dibrugarh,DIBRUGARH,17318.0
10/07/2026,107,Manyavar & Mohey,Grand Kamraj Road,BENGALURU,384260.0
10/07/2026,108,Manyavar & Mohey,Commercial Street,BENGALURU,66433.0
10/07/2026,109,MANYAVAR,Kamraj Road,BENGALURU,17293.0
10/07/2026,110,Manyavar & Mohey,M.G. Road,BENGALURU,74662.0
10/07/2026,111,Manyavar & Mohey,Orion Mall,BENGALURU,135647.0
10/07/2026,112,Manyavar & Mohey,Jayanagar,BENGALURU,236941.0
10/07/2026,113,MANYAVAR,Cmh Road,BENGALURU,65334.0
10/07/2026,114,MANYAVAR,Dvg Road,BENGALURU,16418.0
10/07/2026,10005,MANYAVAR,Sevok Road,SILIGURI,51515.0
11/07/2026,2,PLANET FASHION,Vega Circle Mall,SILIGURI,
11/07/2026,6,SUCCESS,Cosmos Mall,SILIGURI,0.0
11/07/2026,9,COBB,Cosmos Mall,SILIGURI,30980.0
11/07/2026,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,153225.0
11/07/2026,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,19455.0
11/07/2026,22,MADAME,Cosmos Mall,SILIGURI,14617.0
11/07/2026,23,MADAME,City Centre,SILIGURI,5986.0
11/07/2026,25,BINGE,Cosmos Mall,SILIGURI,1500.0
11/07/2026,35,CASUALS,Hill Cart Road,SILIGURI,26149.0
11/07/2026,37,COLORPLUS,City Centre,SILIGURI,37637.0
11/07/2026,40,COLORPLUS,Mani Square,KOLKATA,82528.0
11/07/2026,41,COLORPLUS,Salt Lake,KOLKATA,129463.0
11/07/2026,42,SABHYATA,City Centre,SILIGURI,80961.0
11/07/2026,45,FREEDOM FASHION,City Centre,SILIGURI,17837.0
11/07/2026,47,TURTLE,Cosmos Mall,SILIGURI,12534.0
11/07/2026,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,25486.0
11/07/2026,56,MANYAVAR,City Centre,SILIGURI,25444.0
11/07/2026,58,Manyavar & Mohey,Sevok Road,SILIGURI,67839.0
11/07/2026,59,MANYAVAR,Roodraksh Mall,GUWAHATI,17918.0
11/07/2026,61,MANYAVAR,Mani Square,KOLKATA,51239.0
11/07/2026,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,35613.0
11/07/2026,64,SABHYATA,Junction Mall,DURGAPUR,20473.0
11/07/2026,68,TURTLE,Gariahat,KOLKATA,13378.0
11/07/2026,69,TURTLE,"City Centre,Ght",GUWAHATI,22546.0
11/07/2026,74,BINGE,Crossroad,ROURKELA,5600.0
11/07/2026,81,NUMERO UNO,City Centre,SILIGURI,2299.0
11/07/2026,82,MADAME,M.G. Marg,GANGTOK,19737.0
11/07/2026,83,MINIKLUB,City Centre,SILIGURI,37516.0
11/07/2026,84,MINIKLUB,Cosmos Mall,SILIGURI,0.0
11/07/2026,88,VANHEUSEN,Cosmos Mall,SILIGURI,39963.0
11/07/2026,89,MANYAVAR,"City Centre,Ght",GUWAHATI,44161.0
11/07/2026,90,MANYAVAR,Rajarhat Cc2,KOLKATA,115288.0
11/07/2026,91,Manyavar & Mohey,Agartala,AGARTALA,120721.0
11/07/2026,92,Manyavar & Mohey,Malda,MALDA,177801.0
11/07/2026,93,SABHYATA,"City Centre,Ght",GUWAHATI,75217.0
11/07/2026,95,AURELIA,City Centre,SILIGURI,13960.0
11/07/2026,96,TURTLE,Mani Square,KOLKATA,33404.0
11/07/2026,97,Manyavar & Mohey,Jorhat,JORHAT,59159.0
11/07/2026,98,TURTLE,City Centre,SILIGURI,13017.0
11/07/2026,101,Manyavar & Mohey,Fairfiled ,KOLKATA,124795.0
11/07/2026,102,MANYAVAR,Vega Circle Mall,SILIGURI,0.0
11/07/2026,104,TURTLE,West Point,GANGTOK,51217.0
11/07/2026,105,Manyavar & Mohey,Silchar,SILCHAR,25342.0
11/07/2026,106,Manyavar & Mohey,Dibrugarh,DIBRUGARH,2624.0
11/07/2026,107,Manyavar & Mohey,Grand Kamraj Road,BENGALURU,1340932.0
11/07/2026,108,Manyavar & Mohey,Commercial Street,BENGALURU,136707.0
11/07/2026,109,MANYAVAR,Kamraj Road,BENGALURU,153526.0
11/07/2026,110,Manyavar & Mohey,M.G. Road,BENGALURU,124117.0
11/07/2026,111,Manyavar & Mohey,Orion Mall,BENGALURU,191147.0
11/07/2026,112,Manyavar & Mohey,Jayanagar,BENGALURU,703342.0
11/07/2026,113,MANYAVAR,Cmh Road,BENGALURU,23839.0
11/07/2026,114,MANYAVAR,Dvg Road,BENGALURU,44012.0
11/07/2026,10005,MANYAVAR,Sevok Road,SILIGURI,27417.0
12/07/2026,2,PLANET FASHION,Vega Circle Mall,SILIGURI,
12/07/2026,6,SUCCESS,Cosmos Mall,SILIGURI,6616.0
12/07/2026,9,COBB,Cosmos Mall,SILIGURI,22559.0
12/07/2026,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,220399.0
12/07/2026,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,6374.0
12/07/2026,22,MADAME,Cosmos Mall,SILIGURI,12863.0
12/07/2026,23,MADAME,City Centre,SILIGURI,19157.0
12/07/2026,25,BINGE,Cosmos Mall,SILIGURI,8500.0
12/07/2026,35,CASUALS,Hill Cart Road,SILIGURI,1999.0
12/07/2026,37,COLORPLUS,City Centre,SILIGURI,19174.0
12/07/2026,40,COLORPLUS,Mani Square,KOLKATA,85993.0
12/07/2026,41,COLORPLUS,Salt Lake,KOLKATA,289191.0
12/07/2026,42,SABHYATA,City Centre,SILIGURI,56540.0
12/07/2026,45,FREEDOM FASHION,City Centre,SILIGURI,31286.0
12/07/2026,47,TURTLE,Cosmos Mall,SILIGURI,6751.0
12/07/2026,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,30718.0
12/07/2026,56,MANYAVAR,City Centre,SILIGURI,44684.0
12/07/2026,58,Manyavar & Mohey,Sevok Road,SILIGURI,107557.0
12/07/2026,59,MANYAVAR,Roodraksh Mall,GUWAHATI,6722.0
12/07/2026,61,MANYAVAR,Mani Square,KOLKATA,25318.0
12/07/2026,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,49408.0
12/07/2026,64,SABHYATA,Junction Mall,DURGAPUR,100933.0
12/07/2026,68,TURTLE,Gariahat,KOLKATA,21675.0
12/07/2026,69,TURTLE,"City Centre,Ght",GUWAHATI,23219.0
12/07/2026,74,BINGE,Crossroad,ROURKELA,4500.0
12/07/2026,81,NUMERO UNO,City Centre,SILIGURI,9094.0
12/07/2026,82,MADAME,M.G. Marg,GANGTOK,39709.0
12/07/2026,83,MINIKLUB,City Centre,SILIGURI,33998.0
12/07/2026,84,MINIKLUB,Cosmos Mall,SILIGURI,
12/07/2026,88,VANHEUSEN,Cosmos Mall,SILIGURI,19258.0
12/07/2026,89,MANYAVAR,"City Centre,Ght",GUWAHATI,49908.0
12/07/2026,90,MANYAVAR,Rajarhat Cc2,KOLKATA,288378.0
12/07/2026,91,Manyavar & Mohey,Agartala,AGARTALA,64532.0
12/07/2026,92,Manyavar & Mohey,Malda,MALDA,34496.0
12/07/2026,93,SABHYATA,"City Centre,Ght",GUWAHATI,55341.0
12/07/2026,95,AURELIA,City Centre,SILIGURI,30334.0
12/07/2026,96,TURTLE,Mani Square,KOLKATA,39803.0
12/07/2026,97,Manyavar & Mohey,Jorhat,JORHAT,34589.0
12/07/2026,98,TURTLE,City Centre,SILIGURI,13736.0
12/07/2026,101,Manyavar & Mohey,Fairfiled ,KOLKATA,67511.0
12/07/2026,102,MANYAVAR,Vega Circle Mall,SILIGURI,0.0
12/07/2026,104,TURTLE,West Point,GANGTOK,21039.0
12/07/2026,105,Manyavar & Mohey,Silchar,SILCHAR,36718.0
12/07/2026,106,Manyavar & Mohey,Dibrugarh,DIBRUGARH,14520.0
12/07/2026,107,Manyavar & Mohey,Grand Kamraj Road,BENGALURU,1130884.0
12/07/2026,108,Manyavar & Mohey,Commercial Street,BENGALURU,375505.0
12/07/2026,109,MANYAVAR,Kamraj Road,BENGALURU,50238.0
12/07/2026,110,Manyavar & Mohey,M.G. Road,BENGALURU,307951.0
12/07/2026,111,Manyavar & Mohey,Orion Mall,BENGALURU,180160.0
12/07/2026,112,Manyavar & Mohey,Jayanagar,BENGALURU,438327.0
12/07/2026,113,MANYAVAR,Cmh Road,BENGALURU,20994.0
12/07/2026,114,MANYAVAR,Dvg Road,BENGALURU,34587.0
12/07/2026,10005,MANYAVAR,Sevok Road,SILIGURI,10522.0
13/07/2026,2,PLANET FASHION,Vega Circle Mall,SILIGURI,
13/07/2026,6,SUCCESS,Cosmos Mall,SILIGURI,1585.0
13/07/2026,9,COBB,Cosmos Mall,SILIGURI,11694.0
13/07/2026,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,175233.0
13/07/2026,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,8189.0
13/07/2026,22,MADAME,Cosmos Mall,SILIGURI,5674.0
13/07/2026,23,MADAME,City Centre,SILIGURI,5605.0
13/07/2026,25,BINGE,Cosmos Mall,SILIGURI,0.0
13/07/2026,35,CASUALS,Hill Cart Road,SILIGURI,6677.0
13/07/2026,37,COLORPLUS,City Centre,SILIGURI,21816.0
13/07/2026,40,COLORPLUS,Mani Square,KOLKATA,66645.0
13/07/2026,41,COLORPLUS,Salt Lake,KOLKATA,63256.0
13/07/2026,42,SABHYATA,City Centre,SILIGURI,21377.0
13/07/2026,45,FREEDOM FASHION,City Centre,SILIGURI,16171.0
13/07/2026,47,TURTLE,Cosmos Mall,SILIGURI,8395.0
13/07/2026,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,17494.0
13/07/2026,56,MANYAVAR,City Centre,SILIGURI,5248.0
13/07/2026,58,Manyavar & Mohey,Sevok Road,SILIGURI,68511.0
13/07/2026,59,MANYAVAR,Roodraksh Mall,GUWAHATI,20944.0
13/07/2026,61,MANYAVAR,Mani Square,KOLKATA,20795.0
13/07/2026,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,25122.0
13/07/2026,64,SABHYATA,Junction Mall,DURGAPUR,17937.0
13/07/2026,68,TURTLE,Gariahat,KOLKATA,3398.0
13/07/2026,69,TURTLE,"City Centre,Ght",GUWAHATI,20489.0
13/07/2026,74,BINGE,Crossroad,ROURKELA,0.0
13/07/2026,81,NUMERO UNO,City Centre,SILIGURI,2449.0
13/07/2026,82,MADAME,M.G. Marg,GANGTOK,9693.0
13/07/2026,83,MINIKLUB,City Centre,SILIGURI,19367.0
13/07/2026,84,MINIKLUB,Cosmos Mall,SILIGURI,
13/07/2026,88,VANHEUSEN,Cosmos Mall,SILIGURI,22199.0
13/07/2026,89,MANYAVAR,"City Centre,Ght",GUWAHATI,16894.0
13/07/2026,90,MANYAVAR,Rajarhat Cc2,KOLKATA,57082.0
13/07/2026,91,Manyavar & Mohey,Agartala,AGARTALA,58437.0
13/07/2026,92,Manyavar & Mohey,Malda,MALDA,2873.0
13/07/2026,93,SABHYATA,"City Centre,Ght",GUWAHATI,20414.0
13/07/2026,95,AURELIA,City Centre,SILIGURI,9117.0
13/07/2026,96,TURTLE,Mani Square,KOLKATA,13422.0
13/07/2026,97,Manyavar & Mohey,Jorhat,JORHAT,16819.0
13/07/2026,98,TURTLE,City Centre,SILIGURI,0.0
13/07/2026,101,Manyavar & Mohey,Fairfiled ,KOLKATA,11498.0
13/07/2026,102,MANYAVAR,Vega Circle Mall,SILIGURI,0.0
13/07/2026,104,TURTLE,West Point,GANGTOK,15651.0
13/07/2026,105,Manyavar & Mohey,Silchar,SILCHAR,51459.0
13/07/2026,106,Manyavar & Mohey,Dibrugarh,DIBRUGARH,37891.0
13/07/2026,107,Manyavar & Mohey,Grand Kamraj Road,BENGALURU,442880.0
13/07/2026,108,Manyavar & Mohey,Commercial Street,BENGALURU,150045.0
13/07/2026,109,MANYAVAR,Kamraj Road,BENGALURU,20521.0
13/07/2026,110,Manyavar & Mohey,M.G. Road,BENGALURU,114415.0
13/07/2026,111,Manyavar & Mohey,Orion Mall,BENGALURU,74364.0
13/07/2026,112,Manyavar & Mohey,Jayanagar,BENGALURU,323628.0
13/07/2026,113,MANYAVAR,Cmh Road,BENGALURU,33492.0
13/07/2026,114,MANYAVAR,Dvg Road,BENGALURU,17694.0
13/07/2026,10005,MANYAVAR,Sevok Road,SILIGURI,9123.0
14/07/2026,2,PLANET FASHION,Vega Circle Mall,SILIGURI,
14/07/2026,6,SUCCESS,Cosmos Mall,SILIGURI,2996.0
14/07/2026,9,COBB,Cosmos Mall,SILIGURI,26609.0
14/07/2026,10,CALVIN KLEIN,Vega Circle Mall,SILIGURI,112829.0
14/07/2026,18,FREEDOM FASHION,Cosmos Mall,SILIGURI,7255.0
14/07/2026,22,MADAME,Cosmos Mall,SILIGURI,0.0
14/07/2026,23,MADAME,City Centre,SILIGURI,12693.0
14/07/2026,25,BINGE,Cosmos Mall,SILIGURI,800.0
14/07/2026,35,CASUALS,Hill Cart Road,SILIGURI,5598.0
14/07/2026,37,COLORPLUS,City Centre,SILIGURI,1599.0
14/07/2026,40,COLORPLUS,Mani Square,KOLKATA,96152.0
14/07/2026,41,COLORPLUS,Salt Lake,KOLKATA,80745.0
14/07/2026,42,SABHYATA,City Centre,SILIGURI,15492.0
14/07/2026,45,FREEDOM FASHION,City Centre,SILIGURI,6384.0
14/07/2026,47,TURTLE,Cosmos Mall,SILIGURI,13242.0
14/07/2026,54,COLORPLUS,Jamshedpur,JAMSHEDPUR,28903.0
14/07/2026,56,MANYAVAR,City Centre,SILIGURI,2624.0
14/07/2026,58,Manyavar & Mohey,Sevok Road,SILIGURI,9046.0
14/07/2026,59,MANYAVAR,Roodraksh Mall,GUWAHATI,3423.0
14/07/2026,61,MANYAVAR,Mani Square,KOLKATA,66859.0
14/07/2026,62,SABHYATA,Bhubaneshwar,BHUBANESWAR,13015.0
14/07/2026,64,SABHYATA,Junction Mall,DURGAPUR,9740.0
14/07/2026,68,TURTLE,Gariahat,KOLKATA,5317.0
14/07/2026,69,TURTLE,"City Centre,Ght",GUWAHATI,17090.0
14/07/2026,74,BINGE,Crossroad,ROURKELA,3700.0
14/07/2026,81,NUMERO UNO,City Centre,SILIGURI,9045.0
14/07/2026,82,MADAME,M.G. Marg,GANGTOK,0.0
14/07/2026,83,MINIKLUB,City Centre,SILIGURI,3776.0
14/07/2026,84,MINIKLUB,Cosmos Mall,SILIGURI,
14/07/2026,88,VANHEUSEN,Cosmos Mall,SILIGURI,10917.0
14/07/2026,89,MANYAVAR,"City Centre,Ght",GUWAHATI,31038.0
14/07/2026,90,MANYAVAR,Rajarhat Cc2,KOLKATA,42764.0
14/07/2026,91,Manyavar & Mohey,Agartala,AGARTALA,58239.0
14/07/2026,92,Manyavar & Mohey,Malda,MALDA,16871.0
14/07/2026,93,SABHYATA,"City Centre,Ght",GUWAHATI,50309.0
14/07/2026,95,AURELIA,City Centre,SILIGURI,11153.0
14/07/2026,96,TURTLE,Mani Square,KOLKATA,2099.0
14/07/2026,97,Manyavar & Mohey,Jorhat,JORHAT,10522.0
